Species,Family,Order,DR,Insularity,MigratoryBehavior,DietBreadth,HabitatBreadth,BodySize,BrainSize,BrainSampleSize,RelativeBrainSize,BrainSD,BrainReference
Amblyornis_macgregoriae,Ptilonorhynchidae,PASSERIFORMES,0.068,continental,resident,0.063,1,123.5,3.58,2,0.867,0.149,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Amblyornis_subalaris,Ptilonorhynchidae,PASSERIFORMES,0.053,continental,resident,0.071,1.47,109,3.55,1,0.929,0.071,"Fristoe, T. S., Iwaniuk, A. N., & Botero, C. A. (2017). Big brains stabilize populations and facilitate colonization of variable habitats in birds. Nature ecology & evolution, 1(11), 1706."
Amblyramphus_holosericeus,Icteridae,PASSERIFORMES,0.171,continental,resident,0.009,0.999,69,2.33,2,0.764,0.015,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Ammodramus_savannarum,Emberizidae,PASSERIFORMES,0.13,continental,migrant,0.175,3.354,17.45,0.65,7,0.259,0.04,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Amphispiza_bilineata,Emberizidae,PASSERIFORMES,0.093,continental,migrant,0.175,1.874,13.79,0.68,7,0.436,0.077,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Amytornis_goyderi,Maluridae,PASSERIFORMES,0.086,continental,resident,0.175,0.999,16.7,0.78,2,0.465,0.23,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Anas_acuta,Anatidae,ANSERIFORMES,0.784,continental,migrant,0.11,4.036,946.5,4.72,10,0.002,0.049,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Anas_americana,Anatidae,ANSERIFORMES,0.73,continental,migrant,0.015,5.35,755.5,4.05,10,-0.025,0.095,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Anas_aucklandica,Anatidae,ANSERIFORMES,1.215,insular,resident,0.064,3.423,465.5,4.4,1,0.329,0.071,"Iwaniuk, A. N., Nelson, J. E., James, H. F., & Olson, S. L. (2004). A comparative test of the correlated evolution of flightlessness and relative brain size in birds. Journal of Zoology, 263(3), 317-327."
Anas_castanea,Anatidae,ANSERIFORMES,0.63,continental,resident,0,4.97,625,3.73,8,-0.001,0.046,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Anas_clypeata,Anatidae,ANSERIFORMES,1.734,continental,migrant,0.147,4.598,613,3.56,10,-0.037,0.102,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Anas_crecca,Anatidae,ANSERIFORMES,0.363,continental,migrant,0.148,3.135,343.83,2.7,10,0.011,0.076,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Anas_cyanoptera,Anatidae,ANSERIFORMES,1.03,continental,migrant,0.156,1.585,418.83,3.26,10,0.089,0.057,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Anas_discors,Anatidae,ANSERIFORMES,1.002,continental,migrant,0.158,4.436,360,2.93,10,0.067,0.066,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Anas_eatoni,Anatidae,ANSERIFORMES,0.44,insular,resident,0.175,3.976,458,3.6,2,0.138,0.079,"Iwaniuk, A. N., Nelson, J. E., James, H. F., & Olson, S. L. (2004). A comparative test of the correlated evolution of flightlessness and relative brain size in birds. Journal of Zoology, 263(3), 317-327."
Anas_flavirostris,Anatidae,ANSERIFORMES,0.365,continental,resident,0.154,2.23,429.5,3.56,4,0.163,0.113,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Anas_gracilis,Anatidae,ANSERIFORMES,0.63,continental,resident,0.156,4.167,481.5,3.52,10,0.087,0.081,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Anas_hottentota,Anatidae,ANSERIFORMES,0.222,continental,resident,NA,3.802,280,3.01,5,0.235,0.048,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Anas_laysanensis,Anatidae,ANSERIFORMES,1.841,insular,resident,0.137,3.704,459.5,3.55,7,0.122,0.029,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Anas_platalea,Anatidae,ANSERIFORMES,0.479,continental,resident,0.156,2.52,465.5,3.5,3,0.101,0.02,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Anas_platyrhynchos,Anatidae,ANSERIFORMES,4.028,continental,migrant,0.159,6.383,1110.47,5.44,10,0.054,0.08,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Anas_rhynchotis,Anatidae,ANSERIFORMES,1.74,continental,resident,0.156,2.667,667,3.54,8,-0.09,0.055,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Anas_smithii,Anatidae,ANSERIFORMES,0.955,continental,resident,0.152,4.527,798.42,3.77,5,-0.128,0.015,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Anas_strepera,Anatidae,ANSERIFORMES,0.435,continental,migrant,0.132,1.585,889.52,3.9,10,-0.154,0.075,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Anas_superciliosa,Anatidae,ANSERIFORMES,0.885,continental,resident,0.156,4.618,910,5.33,10,0.145,0.053,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Anas_versicolor,Anatidae,ANSERIFORMES,0.465,continental,migrant,0.156,1.585,387.5,3.63,3,0.24,0.058,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Anas_wyvilliana,Anatidae,ANSERIFORMES,0.437,insular,resident,0.156,4.477,614.5,4.54,9,0.205,0.083,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Anastomus_lamelligerus,Ciconiidae,CICONIIFORMES,0.059,continental,resident,NA,3.717,1120,10.28,3,0.686,0.026,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Andigena_hypoglauca,Ramphastidae,PICIFORMES,0.211,continental,resident,0,1,314,4.65,3,0.605,0.141,"Corfield, J. R., Birkhead, T. R., Spottiswoode, C. N., Iwaniuk, A. N., Boogert, N. J., Gutiérrez-Ibáñez, C., ... & Lefebvre, L. (2013). Brain size and morphology of the brood-parasitic and cerophagous honeyguides (Aves: Piciformes). Brain, behavior and evolution, 81(3), 170-186."
Anhinga_melanogaster,Anhingidae,SULIFORMES,0.047,continental,resident,0.029,4.321,1523.25,4.56,9,-0.3,0.054,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Anisognathus_somptuosus,Thraupidae,PASSERIFORMES,0.152,continental,resident,NA,1,42,1.49,5,0.596,0.084,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Anodorhynchus_hyacinthinus,Psittacidae,PSITTACIFORMES,0.112,continental,resident,0.024,3.216,1500,24.73,5,1.4,0.063,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Anorrhinus_galeritus,Bucerotidae,BUCEROTIFORMES,0.051,continental,resident,NA,1.47,1190.5,9.6,1,0.583,0.071,"Fristoe, T. S., Iwaniuk, A. N., & Botero, C. A. (2017). Big brains stabilize populations and facilitate colonization of variable habitats in birds. Nature ecology & evolution, 1(11), 1706."
Anous_minutus,Laridae,CHARADRIIFORMES,0.087,continental,migrant,0.005,1.318,102.2,1.51,10,0.11,0.033,"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu-Austral Ornithology, 114(2), 160-170."
Anous_stolidus,Laridae,CHARADRIIFORMES,0.087,continental,migrant,0.014,2.059,189,2.23,10,0.155,0.036,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Anser_albifrons,Anatidae,ANSERIFORMES,0.426,continental,migrant,0.136,4.744,2722.24,9.09,8,0.065,0.071,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Anser_fabalis,Anatidae,ANSERIFORMES,0.473,continental,migrant,0.111,3.75,2053.75,10.65,3,0.381,0.042,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Anseranas_semipalmata,Anseranatidae,ANSERIFORMES,0.014,continental,migrant,0.113,2.259,2283.38,8.8,9,0.131,0.081,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Anthochaera_carunculata,Meliphagidae,PASSERIFORMES,0.183,continental,resident,0.119,5.213,106.35,2.2,11,0.464,0.038,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Anthochaera_chrysoptera,Meliphagidae,PASSERIFORMES,0.176,continental,resident,0.117,4.5,68.35,1.7,8,0.454,0.111,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Anthracoceros_coronatus,Bucerotidae,BUCEROTIFORMES,0.084,continental,resident,0.082,2.108,808.5,7.98,6,0.615,0.124,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Anthracoceros_malayanus,Bucerotidae,BUCEROTIFORMES,0.071,continental,resident,NA,1.782,1050,11.25,1,0.812,0.071,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Anthracothorax_dominicus,Trochilidae,APODIFORMES,0.107,continental,resident,0.123,3.141,6.4,0.23,4,-0.218,0.051,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Anthreptes_malacensis,Nectariniidae,PASSERIFORMES,0.104,continental,resident,0.123,3.956,12.43,0.58,6,0.335,0.04,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Anthus_novaeseelandiae,Motacillidae,PASSERIFORMES,0.189,continental,resident,0.058,3.148,27.87,0.84,8,0.252,0.098,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Anthus_trivialis,Motacillidae,PASSERIFORMES,0.163,continental,migrant,0.041,4.806,23.4,0.6,9,0.014,0.035,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Anumbius_annumbi,Furnariidae,PASSERIFORMES,0.12,continental,resident,0.058,3.934,41.5,1.18,3,0.369,0.095,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Apalis_binotata,Cisticolidae,PASSERIFORMES,0.129,continental,resident,0,2.279,8.2,0.42,1,0.245,0.071,"Fristoe, T. S., Iwaniuk, A. N., & Botero, C. A. (2017). Big brains stabilize populations and facilitate colonization of variable habitats in birds. Nature ecology & evolution, 1(11), 1706."
Apalis_thoracica,Cisticolidae,PASSERIFORMES,0.133,continental,resident,0.162,3.163,11.75,0.51,1,0.238,0.071,"Fristoe, T. S., Iwaniuk, A. N., & Botero, C. A. (2017). Big brains stabilize populations and facilitate colonization of variable habitats in birds. Nature ecology & evolution, 1(11), 1706."
Apaloderma_narina,Trogonidae,TROGONIFORMES,0.083,continental,resident,0.003,3.615,67.75,1.52,3,0.347,0.098,"Fristoe, T. S., Iwaniuk, A. N., & Botero, C. A. (2017). Big brains stabilize populations and facilitate colonization of variable habitats in birds. Nature ecology & evolution, 1(11), 1706."
Aphelocephala_leucopsis,Acanthizidae,PASSERIFORMES,0.081,continental,resident,0.147,2.193,12.35,0.54,9,0.267,0.115,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Aphelocephala_nigricincta,Acanthizidae,PASSERIFORMES,0.085,continental,resident,0.175,2.323,10.4,0.47,5,0.225,0.097,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Aphelocoma_coerulescens,Corvidae,PASSERIFORMES,0.151,continental,resident,0.138,1,77.15,2.85,10,0.903,0.06,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Aphelocoma_ultramarina,Corvidae,PASSERIFORMES,0.132,continental,resident,0.176,1.47,131,3.61,10,0.843,0.081,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Aphrastura_spinicauda,Furnariidae,PASSERIFORMES,0.117,continental,resident,0,3.301,11.46,0.81,10,0.714,0.113,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Aplonis_metallica,Sturnidae,PASSERIFORMES,0.572,continental,resident,0.102,3.001,56.5,1.58,10,0.488,0.066,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
